"","program","percent_poc","percent_poc_funded","poverty_rate","poverty_rate_funded","pop_density","pop_density_funded","med_hh_income","med_hh_income_funded","access_to_car","access_to_car_funded","age_over_64","age_over_64_funded","age_under_18","age_under_18_funded","airports_primary","airports_primary_funded","annual_vehicle_mi_per_hh","annual_vehicle_mi_per_hh_funded","avg_hh_person_trips","avg_hh_person_trips_funded","bridges","bridges_funded","bridges_poor_condition","bridges_poor_condition_funded","broadband_speed","broadband_speed_funded","capacity_environment","capacity_environment_funded","capacity_housing","capacity_housing_funded","capacity_transport","capacity_transport_funded","cnw_500","cnw_500_funded","commute_time","commute_time_funded","contaminated_sites","contaminated_sites_funded","diesel_pm","diesel_pm_funded","docks","docks_funded","employment_access_index","employment_access_index_funded","energy_cost_hh","energy_cost_hh_funded","freq_bus_use","freq_bus_use_funded","freq_fatal_accidents","freq_fatal_accidents_funded","freq_train_use","freq_train_use_funded","ghg_per_acre","ghg_per_acre_funded","green_commute","green_commute_funded","grid_disturbances","grid_disturbances_funded","hh_int_access","hh_int_access_funded","highway_miles","highway_miles_funded","homelessness","homelessness_funded","housing_cost_burden","housing_cost_burden_funded","housing_units","housing_units_funded","hud_202","hud_202_funded","hud_hcv","hud_hcv_funded","hud_pbs8","hud_pbs8_funded","hud_ph","hud_ph_funded","incomplete_kitchen","incomplete_kitchen_funded","incomplete_plumbing","incomplete_plumbing_funded","overcrowded_housing","overcrowded_housing_funded","ozone","ozone_funded","permits","permits_funded","pm25","pm25_funded","power_generation","power_generation_funded","pub_transit_commute","pub_transit_commute_funded","pub_transit_stops","pub_transit_stops_funded","rail_transit_km","rail_transit_km_funded","rr_freight_route_miles","rr_freight_route_miles_funded","rr_incident_killed","rr_incident_killed_funded","rr_incident_number","rr_incident_number_funded","rr_pax_route_miles","rr_pax_route_miles_funded","stations_elevated","stations_elevated_funded","stations_subway","stations_subway_funded","superfund_site","superfund_site_funded","transport_costs","transport_costs_funded","transport_trade_jobs","transport_trade_jobs_funded","vacancy_rate","vacancy_rate_funded","water_system_violations","water_system_violations_funded"
"53","low_no_emission",-0.186274510078431,-0.233859397588235,-0.156862745490196,-0.233859397588235,-0.225490195882353,-0.247728359490196,-0.215686274735294,-0.334768053392157,-0.166666666441177,-0.249880440078431,NA,NA,NA,NA,NA,NA,-0.269607843,-0.2263414635,-0.2429411765,-0.2292682925,NA,NA,NA,NA,NA,NA,-0.230588235,-0.222926829,NA,NA,-0.250196078,-0.31902439,NA,NA,NA,NA,NA,NA,-0.205882352607843,-0.284074605147059,NA,NA,-0.295098039,-0.280487805,NA,NA,-0.2384313725,-0.217804878,NA,NA,NA,NA,-0.208627451,-0.1826829265,-0.205882352607843,-0.197991391617647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.267156863,-0.244664634,NA,NA,-0.308823529666667,-0.421747967333333,NA,NA,-0.225490195745098,-0.272596843176471,-0.181372549,-0.203252032166666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.288627451,-0.4175609755,NA,NA,NA,NA,NA,NA
"54","natural_gas",-0.637254901960784,-0.0816993461274512,-0.519607843137254,-0.282679738784314,-0.558823529411764,-0.35130718959804,-0.343137254715686,-0.34967320272549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61,-0.287777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.645833333333333,0.15625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,-0.357777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","nhtsa",-0.323529411666666,-0.323529411666666,-0.401960784284314,-0.401960784284314,-0.372549019323529,-0.372549019323529,-0.284313725196079,-0.284313725196079,NA,NA,NA,NA,NA,NA,NA,NA,-0.1409803925,-0.1409803925,-0.2705882355,-0.2705882355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4256862745,-0.4256862745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1825490195,-0.1825490195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.075294118,-0.075294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","ntia_middle_mile",-0.225490196421569,-0.438502674039216,-0.245098039235294,-0.251336898441177,-0.382352940882353,-0.434937611529412,-0.107843137558824,-0.17290552572549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.137254901764706,-0.229946523882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.225490196009804,-0.171122994470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","ports",-0.392156862941176,-0.240896358352941,-0.539215686274509,-0.427170868323529,-0.147058823539216,-0.303921568627451,-0.57843137254902,-0.54061624645098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1643137255,-0.294285714,NA,NA,-0.213137255,-0.271428571,-0.568181818181818,-0.478896104181818,NA,NA,NA,NA,NA,NA,-0.1829411765,-0.3542857145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","public_hsg",-0.0686274511470588,-0.0686274511470588,-0.254901960607843,-0.254901960607843,-0.0588235291470588,-0.0588235291470588,-0.303921568627451,-0.303921568627451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1537254905,-0.1537254905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.264705882235295,-0.264705882235295,-0.186274509892157,-0.186274509892157,-0.186274509784313,-0.186274509784313,NA,NA,NA,NA,NA,NA,-0.0196078432254902,-0.0196078432254902,-0.27450980395098,-0.27450980395098,-0.254901960941176,-0.254901960941176,-0.284313725558824,-0.284313725558824,NA,NA,-0.136454581734694,-0.136454581734694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.264705882352941,-0.264705882352941,NA,NA
"59","public_hsg_cap",-0.205882353196079,-0.205882353196079,-0.23529411740196,-0.23529411740196,-0.0882352940588235,-0.0882352940588235,-0.254901960970588,-0.254901960970588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1805882355,-0.1805882355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.254901960921568,-0.254901960921568,-0.254901960803922,-0.254901960803922,-0.294117646960784,-0.294117646960784,NA,NA,NA,NA,NA,NA,0.000000000205882366710597,0.000000000205882366710597,-0.196078431401961,-0.196078431401961,-0.196078431284314,-0.196078431284314,-0.392156862823529,-0.392156862823529,NA,NA,-0.156062424734694,-0.156062424734694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.245098039303921,-0.245098039303921,NA,NA
"60","raise",-0.235294117892157,-0.235294117892157,-0.401960784186274,-0.401960784186274,-0.392156862549019,-0.392156862549019,-0.333333333352941,-0.333333333352941,NA,NA,NA,NA,NA,NA,NA,NA,-0.1056862745,-0.1056862745,-0.169215686,-0.169215686,NA,NA,NA,NA,NA,NA,-0.3756862745,-0.3756862745,NA,NA,-0.340392157,-0.340392157,NA,NA,-0.313725490372549,-0.313725490372549,NA,NA,NA,NA,NA,NA,-0.0425490195,-0.0425490195,NA,NA,NA,NA,-0.2805882355,-0.2805882355,NA,NA,NA,NA,-0.166666666539216,-0.166666666539216,NA,NA,NA,NA,-0.1884313725,-0.1884313725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.245098039254902,-0.245098039254902,-0.199754901666667,-0.199754901666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33254902,-0.33254902,NA,NA,NA,NA,NA,NA
"61","reconnect_community",-0.196078431333333,-0.316571789990196,-0.215686274372549,-0.290322581,-0.196078431401961,-0.270082226519608,-0.225490196078431,-0.262492093901961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3501960785,-0.179354839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.230980392,-0.381935484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53,-0.176451613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.284313725539216,-0.0860215056666667,NA,NA,NA,NA,-0.66,-0.102580645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.127450980647059,-0.216318785352941,-0.0845588233333334,-0.169354839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","rural_surface",-0.666666666666667,-0.374331550529412,-0.705882352941177,-0.41532976872549,-0.65686274509804,-0.504456327803922,-0.676470588235294,-0.14260249572549,NA,NA,NA,NA,NA,NA,NA,NA,-0.67,-0.0345454549999999,-0.65,-0.296363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.72,-0.356363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65,-0.010909091,NA,NA,NA,NA,-0.607843137254902,-0.273618537960785,NA,NA,NA,NA,-0.71,0.1227272725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.637254901960784,-0.397504456009804,-0.6875,-0.295454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","s8_project",-0.323529411558824,-0.323529411558824,-0.343137254656863,-0.343137254656863,-0.117647059264706,-0.117647059264706,-0.362745097833333,-0.362745097833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2907843135,-0.2907843135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.137254902147059,-0.137254902147059,-0.205882353333333,-0.205882353333333,-0.284313725441177,-0.284313725441177,NA,NA,NA,NA,-0.0588235290980392,-0.0588235290980392,NA,NA,-0.303921568382353,-0.303921568382353,-0.303921568284313,-0.303921568284313,-0.37254901932353,-0.37254901932353,NA,NA,-0.0736294514081632,-0.0736294514081632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.352941176578431,-0.352941176578431,NA,NA
"64","safe_streets",-0.235294117529412,-0.244697879284313,-0.274509803598039,-0.260904361254902,-0.245098039421569,-0.232092837196078,-0.352941176303922,-0.379751900872549,-0.166666666460784,-0.165066026441177,NA,NA,NA,NA,NA,NA,-0.2892156865,-0.3112244895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2139215685,-0.226530612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.266862745,-0.2936734695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.028186275,-0.0187074826666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","tribal_broadband",-0.558823529411764,-0.242114237107843,-0.676470588235294,-0.220801363980392,-0.65686274509804,-0.547314578352941,-0.696078431372549,-0.206308610313725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.176470588313726,-0.236146632392157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.647058823529412,-0.245524296588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","usace",-0.196078431745098,-0.213848039215686,-0.176470588245098,-0.284926470588235,-0.245098039519608,-0.238664215686274,-0.26470588240196,-0.239889705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1794117645,-0.2225,NA,NA,NA,NA,-0.135026737909091,-0.210227272727273,NA,NA,-0.549019607990196,-0.225490196078431,-0.284313725147059,-0.430759803921569,NA,NA,NA,NA,-0.382352941156863,-0.239276960784314,NA,NA,NA,NA,NA,NA,-0.182156863,-0.263125,NA,NA,-0.529411765,-0.255208333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.274509804,-0.447916666666667,NA,NA,-0.151960784666667,-0.28125,-0.270784314,-0.49375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2223529415,-0.36125,NA,NA,NA,NA,NA,NA,-0.27450980359804,-0.322916666666667
